name,ev_yield,sprite_img,link,dex_no
drifblim,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,426
buneary,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,https://pokemondb.net/pokedex/buneary,427
lopunny,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,https://pokemondb.net/pokedex/lopunny,428
mismagius,1 Special Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,https://pokemondb.net/pokedex/mismagius,429
honchkrow,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,430
glameow,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,https://pokemondb.net/pokedex/glameow,431
purugly,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,https://pokemondb.net/pokedex/purugly,432
chingling,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,https://pokemondb.net/pokedex/chingling,433
stunky,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,https://pokemondb.net/pokedex/stunky,434
skuntank,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank,435
bronzor,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,https://pokemondb.net/pokedex/bronzor,436
bronzong,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,https://pokemondb.net/pokedex/bronzong,437
bonsly,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,https://pokemondb.net/pokedex/bonsly,438
mime-jr,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,https://pokemondb.net/pokedex/mime-jr,439
happiny,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,https://pokemondb.net/pokedex/happiny,440
chatot,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,https://pokemondb.net/pokedex/chatot,441
spiritomb,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,https://pokemondb.net/pokedex/spiritomb,442
gible,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,https://pokemondb.net/pokedex/gible,443
gabite,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,https://pokemondb.net/pokedex/gabite,444
garchomp,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,https://pokemondb.net/pokedex/garchomp,445
munchlax,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,https://pokemondb.net/pokedex/munchlax,446
riolu,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,https://pokemondb.net/pokedex/riolu,447
lucario,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,https://pokemondb.net/pokedex/lucario,448
hippopotas,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,https://pokemondb.net/pokedex/hippopotas,449
hippowdon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,https://pokemondb.net/pokedex/hippowdon,450
skorupi,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,https://pokemondb.net/pokedex/skorupi,451
drapion,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,https://pokemondb.net/pokedex/drapion,452
croagunk,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,https://pokemondb.net/pokedex/croagunk,453
toxicroak,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,https://pokemondb.net/pokedex/toxicroak,454
carnivine,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,https://pokemondb.net/pokedex/carnivine,455
finneon,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,https://pokemondb.net/pokedex/finneon,456
lumineon,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,https://pokemondb.net/pokedex/lumineon,457
mantyke,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,https://pokemondb.net/pokedex/mantyke,458
snover,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,https://pokemondb.net/pokedex/snover,459
abomasnow,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,https://pokemondb.net/pokedex/abomasnow,460
weavile,1 Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,https://pokemondb.net/pokedex/weavile,461
magnezone,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,https://pokemondb.net/pokedex/magnezone,462
lickilicky,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,https://pokemondb.net/pokedex/lickilicky,463
rhyperior,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,https://pokemondb.net/pokedex/rhyperior,464
tangrowth,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,https://pokemondb.net/pokedex/tangrowth,465
electivire,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,https://pokemondb.net/pokedex/electivire,466
magmortar,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,https://pokemondb.net/pokedex/magmortar,467
togekiss,2 Special Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,https://pokemondb.net/pokedex/togekiss,468
yanmega,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,https://pokemondb.net/pokedex/yanmega,469
leafeon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,https://pokemondb.net/pokedex/leafeon,470
glaceon,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,https://pokemondb.net/pokedex/glaceon,471
gliscor,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,https://pokemondb.net/pokedex/gliscor,472
mamoswine,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,https://pokemondb.net/pokedex/mamoswine,473
porygon-z,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,https://pokemondb.net/pokedex/porygon-z,474
gallade,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,https://pokemondb.net/pokedex/gallade,475
probopass,1 Defense/ 2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,https://pokemondb.net/pokedex/probopass,476
dusknoir,1 Defense/ 2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,https://pokemondb.net/pokedex/dusknoir,477
froslass,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,https://pokemondb.net/pokedex/froslass,478
rotom,1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,https://pokemondb.net/pokedex/rotom,479
uxie,2 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,https://pokemondb.net/pokedex/uxie,480
mesprit,1 Attack/ 1 Special Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,https://pokemondb.net/pokedex/mesprit,481
azelf,2 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,https://pokemondb.net/pokedex/azelf,482
dialga,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,https://pokemondb.net/pokedex/dialga,483
palkia,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,https://pokemondb.net/pokedex/palkia,484
heatran,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,https://pokemondb.net/pokedex/heatran,485
regigigas,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,https://pokemondb.net/pokedex/regigigas,486
giratina,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/giratina.png,https://pokemondb.net/pokedex/giratina,487
cresselia,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,https://pokemondb.net/pokedex/cresselia,488
phione,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,https://pokemondb.net/pokedex/phione,489
manaphy,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,https://pokemondb.net/pokedex/manaphy,490
darkrai,2 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,https://pokemondb.net/pokedex/darkrai,491
shaymin,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin.png,https://pokemondb.net/pokedex/shaymin,492
arceus,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,https://pokemondb.net/pokedex/arceus,493
victini,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,https://pokemondb.net/pokedex/victini,494
snivy,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,https://pokemondb.net/pokedex/snivy,495
servine,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,https://pokemondb.net/pokedex/servine,496
serperior,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,https://pokemondb.net/pokedex/serperior,497
tepig,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,https://pokemondb.net/pokedex/tepig,498
pignite,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,https://pokemondb.net/pokedex/pignite,499
emboar,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,https://pokemondb.net/pokedex/emboar,500
oshawott,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,https://pokemondb.net/pokedex/oshawott,501
dewott,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,https://pokemondb.net/pokedex/dewott,502
samurott,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,https://pokemondb.net/pokedex/samurott,503
patrat,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,https://pokemondb.net/pokedex/patrat,504
watchog,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,https://pokemondb.net/pokedex/watchog,505
lillipup,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,https://pokemondb.net/pokedex/lillipup,506
herdier,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,https://pokemondb.net/pokedex/herdier,507
stoutland,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,https://pokemondb.net/pokedex/stoutland,508
purrloin,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,https://pokemondb.net/pokedex/purrloin,509
liepard,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,https://pokemondb.net/pokedex/liepard,510
pansage,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,https://pokemondb.net/pokedex/pansage,511
simisage,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,https://pokemondb.net/pokedex/simisage,512
pansear,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,https://pokemondb.net/pokedex/pansear,513
simisear,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,https://pokemondb.net/pokedex/simisear,514
panpour,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,https://pokemondb.net/pokedex/panpour,515
simipour,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,https://pokemondb.net/pokedex/simipour,516
munna,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,https://pokemondb.net/pokedex/munna,517
musharna,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,https://pokemondb.net/pokedex/musharna,518
pidove,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,https://pokemondb.net/pokedex/pidove,519
tranquill,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,https://pokemondb.net/pokedex/tranquill,520
unfezant,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,https://pokemondb.net/pokedex/unfezant,521
blitzle,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,https://pokemondb.net/pokedex/blitzle,522
zebstrika,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,https://pokemondb.net/pokedex/zebstrika,523
roggenrola,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,https://pokemondb.net/pokedex/roggenrola,524
boldore,1 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,https://pokemondb.net/pokedex/boldore,525
gigalith,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,https://pokemondb.net/pokedex/gigalith,526
woobat,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,https://pokemondb.net/pokedex/woobat,527
swoobat,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,https://pokemondb.net/pokedex/swoobat,528
drilbur,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,https://pokemondb.net/pokedex/drilbur,529
excadrill,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,https://pokemondb.net/pokedex/excadrill,530
audino,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,https://pokemondb.net/pokedex/audino,531
timburr,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,https://pokemondb.net/pokedex/timburr,532
gurdurr,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,https://pokemondb.net/pokedex/gurdurr,533
conkeldurr,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,https://pokemondb.net/pokedex/conkeldurr,534
tympole,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,https://pokemondb.net/pokedex/tympole,535
palpitoad,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,https://pokemondb.net/pokedex/palpitoad,536
seismitoad,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,https://pokemondb.net/pokedex/seismitoad,537
throh,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,https://pokemondb.net/pokedex/throh,538
sawk,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,https://pokemondb.net/pokedex/sawk,539
sewaddle,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,https://pokemondb.net/pokedex/sewaddle,540
swadloon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,https://pokemondb.net/pokedex/swadloon,541
leavanny,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,https://pokemondb.net/pokedex/leavanny,542
venipede,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,https://pokemondb.net/pokedex/venipede,543
whirlipede,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,https://pokemondb.net/pokedex/whirlipede,544
scolipede,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,https://pokemondb.net/pokedex/scolipede,545
cottonee,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,https://pokemondb.net/pokedex/cottonee,546
whimsicott,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,https://pokemondb.net/pokedex/whimsicott,547
petilil,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,https://pokemondb.net/pokedex/petilil,548
lilligant,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,https://pokemondb.net/pokedex/lilligant,549
basculin,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/basculin.png,https://pokemondb.net/pokedex/basculin,550
sandile,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,https://pokemondb.net/pokedex/sandile,551
krokorok,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,https://pokemondb.net/pokedex/krokorok,552
krookodile,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,https://pokemondb.net/pokedex/krookodile,553
darumaka,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,https://pokemondb.net/pokedex/darumaka,554
darmanitan,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan.png,https://pokemondb.net/pokedex/darmanitan,555
maractus,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,https://pokemondb.net/pokedex/maractus,556
dwebble,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,https://pokemondb.net/pokedex/dwebble,557
crustle,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,https://pokemondb.net/pokedex/crustle,558
scraggy,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,https://pokemondb.net/pokedex/scraggy,559
scrafty,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,https://pokemondb.net/pokedex/scrafty,560
sigilyph,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,https://pokemondb.net/pokedex/sigilyph,561
yamask,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,https://pokemondb.net/pokedex/yamask,562
cofagrigus,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,https://pokemondb.net/pokedex/cofagrigus,563
tirtouga,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,https://pokemondb.net/pokedex/tirtouga,564
carracosta,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,https://pokemondb.net/pokedex/carracosta,565
archen,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,https://pokemondb.net/pokedex/archen,566
archeops,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,https://pokemondb.net/pokedex/archeops,567
trubbish,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,https://pokemondb.net/pokedex/trubbish,568
garbodor,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,https://pokemondb.net/pokedex/garbodor,569
zorua,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,https://pokemondb.net/pokedex/zorua,570
zoroark,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,https://pokemondb.net/pokedex/zoroark,571
minccino,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,https://pokemondb.net/pokedex/minccino,572
cinccino,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,https://pokemondb.net/pokedex/cinccino,573
gothita,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,https://pokemondb.net/pokedex/gothita,574
gothorita,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,https://pokemondb.net/pokedex/gothorita,575
gothitelle,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,https://pokemondb.net/pokedex/gothitelle,576
solosis,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,https://pokemondb.net/pokedex/solosis,577
duosion,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,https://pokemondb.net/pokedex/duosion,578
reuniclus,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,https://pokemondb.net/pokedex/reuniclus,579
ducklett,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,https://pokemondb.net/pokedex/ducklett,580
swanna,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,https://pokemondb.net/pokedex/swanna,581
vanillite,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,https://pokemondb.net/pokedex/vanillite,582
vanillish,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,https://pokemondb.net/pokedex/vanillish,583
vanilluxe,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,https://pokemondb.net/pokedex/vanilluxe,584
deerling,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,https://pokemondb.net/pokedex/deerling,585
sawsbuck,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,https://pokemondb.net/pokedex/sawsbuck,586
emolga,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,https://pokemondb.net/pokedex/emolga,587
karrablast,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,https://pokemondb.net/pokedex/karrablast,588
escavalier,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,https://pokemondb.net/pokedex/escavalier,589
foongus,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,https://pokemondb.net/pokedex/foongus,590
amoonguss,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,https://pokemondb.net/pokedex/amoonguss,591
frillish,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,https://pokemondb.net/pokedex/frillish,592
jellicent,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,https://pokemondb.net/pokedex/jellicent,593
alomomola,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,https://pokemondb.net/pokedex/alomomola,594
joltik,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,https://pokemondb.net/pokedex/joltik,595
galvantula,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,https://pokemondb.net/pokedex/galvantula,596
ferroseed,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,https://pokemondb.net/pokedex/ferroseed,597
ferrothorn,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,https://pokemondb.net/pokedex/ferrothorn,598
klink,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,https://pokemondb.net/pokedex/klink,599
klang,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,https://pokemondb.net/pokedex/klang,600
klinklang,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,https://pokemondb.net/pokedex/klinklang,601
tynamo,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,https://pokemondb.net/pokedex/tynamo,602
eelektrik,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,https://pokemondb.net/pokedex/eelektrik,603
eelektross,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,https://pokemondb.net/pokedex/eelektross,604
elgyem,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,https://pokemondb.net/pokedex/elgyem,605
beheeyem,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,https://pokemondb.net/pokedex/beheeyem,606
litwick,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,https://pokemondb.net/pokedex/litwick,607
lampent,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,https://pokemondb.net/pokedex/lampent,608
chandelure,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,https://pokemondb.net/pokedex/chandelure,609
axew,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,https://pokemondb.net/pokedex/axew,610
fraxure,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,https://pokemondb.net/pokedex/fraxure,611
haxorus,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,https://pokemondb.net/pokedex/haxorus,612
cubchoo,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,https://pokemondb.net/pokedex/cubchoo,613
beartic,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,https://pokemondb.net/pokedex/beartic,614
cryogonal,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,https://pokemondb.net/pokedex/cryogonal,615
shelmet,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,https://pokemondb.net/pokedex/shelmet,616
accelgor,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,https://pokemondb.net/pokedex/accelgor,617
stunfisk,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,https://pokemondb.net/pokedex/stunfisk,618
mienfoo,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,https://pokemondb.net/pokedex/mienfoo,619
mienshao,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,https://pokemondb.net/pokedex/mienshao,620
druddigon,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,https://pokemondb.net/pokedex/druddigon,621
golett,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,https://pokemondb.net/pokedex/golett,622
golurk,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,https://pokemondb.net/pokedex/golurk,623
pawniard,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,https://pokemondb.net/pokedex/pawniard,624
bisharp,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,https://pokemondb.net/pokedex/bisharp,625
bouffalant,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,https://pokemondb.net/pokedex/bouffalant,626
rufflet,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,https://pokemondb.net/pokedex/rufflet,627
braviary,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,https://pokemondb.net/pokedex/braviary,628
vullaby,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,https://pokemondb.net/pokedex/vullaby,629
mandibuzz,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,https://pokemondb.net/pokedex/mandibuzz,630
heatmor,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,https://pokemondb.net/pokedex/heatmor,631
durant,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,https://pokemondb.net/pokedex/durant,632
deino,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,https://pokemondb.net/pokedex/deino,633
zweilous,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,https://pokemondb.net/pokedex/zweilous,634
hydreigon,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,https://pokemondb.net/pokedex/hydreigon,635
larvesta,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,https://pokemondb.net/pokedex/larvesta,636
volcarona,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,https://pokemondb.net/pokedex/volcarona,637
cobalion,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,https://pokemondb.net/pokedex/cobalion,638
terrakion,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,https://pokemondb.net/pokedex/terrakion,639
